Position,ISBN,Title,Contributor,Publisher,Year 
92,9781444000016,Horrid Henry gets rich quick ,Francesca Simon; ill. by Tony Ross ,Orion Children's ,2010
93,9780385618939,The worst thing about my sister ,Jacqueline Wilson; ill. by Nick Sharratt ,Doubleday Children's ,2012
94,9780330537971,The Dinosaur Games ,David Bedford; ill. by Dankerleroux ,Macmillan Children's ,2011
95,9781408703991,The cuckoo's calling ,Robert Galbraith ,Sphere ,2013
96,9781407124384,The Highway Rat ,Julia Donaldson; ill. by Axel Scheffler ,Alison Green ,2012
97,9781407109367,Catching fire ,Suzanne Collins ,Scholastic ,2009
98,9780007315109,Bring up the bodies ,Hilary Mantel ,Fourth Estate ,2013
99,9780141322735,George's Marvellous Medicine ,Roald Dahl ,Penguin Books Ltd ,2007
100,9780007371440,Gangsta granny ,David Walliams; ill. by Tony Ross ,HarperCollins Children's ,2011
101,9780440869856,Emerald Star ,Jacqueline Wilson; ill. By Nick Sharratt ,Random House Children's,2013
